order_id,user_id,product_id,price,quantity,timestamp,channel,revenue
ORD038249,U00543,P001,21.46,2,2025-07-14,Gym Kiosk,42.92
ORD027206,U01646,P030,7.14,3,2025-06-11,Website,21.419999999999998
ORD027837,U00342,P033,24.03,2,2025-09-03,App,48.06
ORD007776,U01174,P040,7.72,3,2025-11-19,Website,23.16
ORD026298,U02258,P031,8.62,2,2025-09-05,Website,17.24
ORD027439,U03552,P138,12.61,1,2025-08-01,App,12.61
ORD010477,U02323,P083,30.21,3,2025-08-02,Gym Kiosk,90.63
ORD014696,U02058,P038,771.0,1,2025-05-20,Retail,771.0
ORD035761,U01447,P122,23.31,1,2025-10-23,Marketplace,23.31
ORD002293,U03974,P077,78.77,5,2025-09-05,Gym Kiosk,393.84999999999997
ORD048368,U02337,P084,18.16,1,2025-09-18,Website,18.16
ORD036482,U00445,P145,7.52,1,2026-01-14,Marketplace,7.52
ORD022537,U02407,P143,16.59,2,2025-06-14,App,33.18
ORD006327,U00331,P009,21.22,3,2026-03-29,Gym Kiosk,63.66
ORD045701,U04017,P127,92.49,6,2025-07-23,Marketplace,554.9399999999999
ORD045772,U04250,P139,15.33,3,2025-12-12,Marketplace,45.99
ORD022965,U03154,P085,63.48,1,2026-04-19,App,63.48
ORD024603,U03177,P015,16.51,5,2025-08-27,Website,82.55000000000001
ORD047423,U04218,P054,57.26,3,2026-02-03,Gym Kiosk,171.78
ORD003251,U02367,P083,30.21,3,2026-02-22,App,90.63
ORD032986,U04405,P094,10.48,3,2025-10-06,Website,31.44
ORD040011,U04669,P123,7.69,2,2026-01-24,Gym Kiosk,15.38
ORD009863,U01017,P026,18.48,1,2025-10-27,App,18.48
ORD030031,U02442,P064,79.7,3,2025-10-19,App,239.10000000000002
ORD024219,U03367,P029,79.5,2,2026-02-27,Marketplace,159.0
ORD018654,U02756,P136,25.58,3,2026-02-04,Gym Kiosk,76.74
ORD000644,U03749,P031,6.29,1,2026-03-10,App,6.29
ORD015957,U00370,P023,37.78,3,2026-03-17,App,113.34
ORD042824,U03265,P075,56.69,1,2025-07-15,Retail,56.69
ORD035314,U01206,P067,9.56,1,2025-11-19,Retail,9.56
ORD005562,U01200,P024,10.69,2,2025-10-07,App,21.38
ORD011610,U01844,P060,80.55,4,2026-01-24,Retail,322.2
ORD030179,U03087,P033,19.53,2,2026-03-26,Retail,39.06
ORD004171,U01820,P099,8.41,1,2026-02-06,Marketplace,8.41
ORD035356,U02532,P070,7.68,3,2025-12-05,Website,23.04
ORD047157,U00278,P093,18.03,1,2026-03-10,Retail,18.03
ORD031830,U03816,P142,52.99,5,2025-06-24,Marketplace,264.95
ORD022215,U02369,P128,20.12,2,2025-12-22,Retail,40.24
ORD020593,U02131,P061,42.62,2,2025-12-01,App,85.24
ORD016410,U03622,P132,55.59,2,2026-01-28,App,111.18
ORD014915,U01640,P110,54.15,1,2025-10-04,Website,54.15
ORD032482,U01906,P149,21.68,1,2025-10-04,App,21.68
ORD049816,U03092,P015,19.83,2,2025-07-28,Gym Kiosk,39.66
ORD048934,U01710,P023,38.04,2,2025-05-13,Gym Kiosk,76.08
ORD032374,U04381,P126,9.11,3,2026-01-12,Marketplace,27.33
ORD049952,U02703,P081,95.78,1,2025-09-01,Website,95.78
ORD005701,U03431,P045,13.62,1,2025-07-23,Website,13.62
ORD046020,U04616,P128,16.76,1,2025-07-20,Gym Kiosk,16.76
ORD026977,U02787,P049,18.97,1,2026-03-23,Marketplace,18.97
ORD043213,U04042,P006,5.13,1,2026-03-11,Retail,5.13
ORD029128,U01979,P137,5.24,1,2026-03-15,App,5.24
ORD033969,U04696,P122,23.31,3,2026-01-21,Retail,69.92999999999999
ORD024534,U01168,P100,10.91,3,2025-09-21,App,32.730000000000004
ORD043269,U00644,P060,138.0,1,2026-01-10,Marketplace,138.0
ORD013570,U04105,P099,6.73,2,2026-04-18,Website,13.46
ORD002399,U04447,P127,202.09,1,2025-04-25,Marketplace,202.09
ORD047298,U03706,P103,32.77,1,2026-04-04,App,32.77
ORD039404,U03855,P041,8.85,1,2025-09-17,App,8.85
ORD000807,U00664,P025,49.25,2,2025-08-16,Website,98.5
ORD022522,U02650,P063,146.6,1,2025-07-03,Marketplace,146.6
ORD030395,U03196,P069,8.4,4,2025-08-28,Marketplace,33.6
ORD043482,U02334,P010,22.06,2,2025-08-02,Gym Kiosk,44.12
ORD019714,U01409,P136,30.05,1,2025-07-06,Retail,30.05
ORD017251,U03261,P045,13.86,1,2025-08-13,Website,13.86
ORD049532,U04012,P100,10.91,3,2025-12-26,Marketplace,32.730000000000004
ORD026212,U03233,P015,15.11,6,2026-01-08,Retail,90.66
ORD007302,U04812,P022,25.23,2,2025-05-20,App,50.46
ORD040727,U04983,P132,55.91,2,2026-01-04,App,111.82
ORD004170,U03300,P136,41.77,2,2025-08-09,App,83.54
ORD044406,U00339,P020,32.59,1,2026-04-24,Website,32.59
ORD005605,U02855,P073,15.7,1,2025-05-25,Retail,15.7
ORD000431,U03156,P026,26.1,2,2026-03-16,App,52.2
ORD018750,U00267,P074,22.9,3,2025-11-26,App,68.69999999999999
ORD044625,U02352,P014,27.46,6,2025-12-25,Marketplace,164.76
ORD016029,U01904,P145,8.35,2,2025-10-31,Gym Kiosk,16.7
ORD014753,U02785,P093,13.47,1,2025-06-02,App,13.47
ORD028674,U03411,P096,27.51,2,2025-12-30,Website,55.02
ORD049504,U04744,P013,14.25,3,2025-06-04,Website,42.75
ORD007101,U04863,P063,180.31,2,2025-09-11,Gym Kiosk,360.62
ORD042799,U01838,P037,42.38,3,2025-06-26,Website,127.14000000000001
ORD041985,U03263,P098,15.0,2,2025-09-19,Retail,30.0
ORD006721,U03325,P014,32.55,2,2026-03-28,Website,65.1
ORD002589,U01394,P135,13.48,2,2025-09-23,Retail,26.96
ORD004819,U00296,P026,25.85,1,2025-12-20,Gym Kiosk,25.85
ORD048975,U04139,P014,32.55,1,2026-04-17,Website,32.55
ORD021048,U03504,P074,28.23,2,2026-03-02,Gym Kiosk,56.46
ORD015483,U00837,P127,80.91,6,2025-05-17,Gym Kiosk,485.46
ORD037258,U02934,P131,188.79,2,2025-05-28,Website,377.58
ORD021595,U02215,P043,22.5,1,2026-03-06,Marketplace,22.5
ORD040674,U03228,P072,52.04,1,2025-09-20,Website,52.04
ORD036292,U04214,P103,27.16,2,2025-08-19,App,54.32
ORD022636,U01878,P091,23.04,1,2025-07-26,Retail,23.04
ORD005972,U04898,P062,14.88,5,2025-12-04,Marketplace,74.4
ORD033862,U03124,P134,18.21,1,2026-01-22,Gym Kiosk,18.21
ORD047802,U02633,P098,14.71,2,2025-11-23,Gym Kiosk,29.42
ORD035996,U02485,P140,16.63,2,2025-10-20,Retail,33.26
ORD006439,U00541,P092,7.92,2,2026-03-10,Website,15.84
ORD032530,U02629,P135,10.78,1,2025-07-13,Marketplace,10.78
ORD038865,U04738,P051,26.01,2,2025-11-04,App,52.02
ORD022599,U01615,P122,27.72,3,2025-09-19,Website,83.16
ORD040285,U03740,P084,14.5,3,2025-06-26,App,43.5
ORD036028,U02077,P147,9.69,3,2026-02-04,App,29.07
ORD016117,U00334,P031,5.21,2,2026-01-03,Website,10.42
ORD003997,U03403,P002,12.22,1,2025-11-14,Retail,12.22
ORD026693,U03794,P144,33.69,4,2025-09-12,Marketplace,134.76
ORD017213,U01923,P128,13.11,1,2025-09-03,App,13.11
ORD035084,U03883,P024,12.84,2,2026-02-18,Website,25.68
ORD047889,U00227,P040,10.14,1,2025-06-29,Gym Kiosk,10.14
ORD036661,U01071,P069,8.49,4,2025-12-22,Gym Kiosk,33.96
ORD021212,U03784,P066,14.23,2,2026-03-29,Marketplace,28.46
ORD011886,U01300,P013,14.87,2,2025-12-19,Gym Kiosk,29.74
ORD019747,U04493,P106,9.72,3,2025-09-29,App,29.160000000000004
ORD007468,U00016,P118,38.43,3,2025-07-03,Gym Kiosk,115.28999999999999
ORD042198,U04204,P080,14.54,1,2026-01-07,Marketplace,14.54
ORD035940,U00572,P032,9.04,2,2025-09-01,Website,18.08
ORD010945,U04303,P039,27.08,4,2025-05-03,Marketplace,108.32
ORD021206,U01434,P108,88.1,2,2025-07-19,Gym Kiosk,176.2
ORD038038,U00358,P126,10.08,2,2025-07-24,Website,20.16
ORD043228,U03932,P126,10.27,1,2025-12-07,Website,10.27
ORD002331,U01399,P037,56.61,1,2025-07-06,Website,56.61
ORD021557,U04454,P011,16.12,2,2026-04-19,Website,32.24
ORD015861,U04873,P051,27.71,2,2025-12-12,Retail,55.42
ORD007244,U03495,P027,54.46,2,2025-09-24,Marketplace,108.92
ORD002492,U01351,P103,20.13,3,2026-03-10,Retail,60.39
ORD046941,U04883,P045,8.54,4,2025-06-26,Marketplace,34.16
ORD041898,U01773,P057,152.77,2,2025-10-11,Retail,305.54
ORD001449,U03484,P035,13.82,2,2026-02-03,App,27.64
ORD005054,U00011,P090,31.78,2,2026-02-27,Marketplace,63.56
ORD023480,U01739,P102,22.12,2,2025-11-19,Marketplace,44.24
ORD048139,U02000,P079,24.2,1,2026-03-06,Marketplace,24.2
ORD038831,U00675,P100,10.91,1,2026-01-02,Website,10.91
ORD001013,U00452,P085,5955.0,2,2025-08-24,Gym Kiosk,11910.0
ORD041424,U01044,P002,11.62,3,2026-04-21,App,34.86
ORD006638,U03425,P139,14.53,4,2025-12-28,Marketplace,58.12
ORD046443,U00862,P060,87.68,6,2025-08-16,App,526.08
ORD021790,U00122,P071,12.58,2,2025-07-18,Marketplace,25.16
ORD001922,U02325,P002,11.48,2,2025-09-12,Gym Kiosk,22.96
ORD043077,U03442,P065,19.1,1,2026-01-11,Gym Kiosk,19.1
ORD032442,U01975,P100,14.1,2,2025-10-11,App,28.2
ORD014574,U04923,P117,16.14,1,2025-10-07,Retail,16.14
ORD040241,U00849,P020,32.59,2,2025-11-22,App,65.18
ORD004566,U04610,P097,17.76,2,2025-10-27,Website,35.52
ORD036138,U00039,P130,40.98,3,2026-04-06,App,122.94
ORD027739,U01857,P103,27.16,1,2026-03-04,Gym Kiosk,27.16
ORD010408,U02813,P144,33.14,5,2026-03-01,Marketplace,165.7
ORD011747,U02608,P020,32.59,3,2025-10-29,Retail,97.77000000000001
ORD006868,U03676,P008,12.33,2,2026-02-23,Website,24.66
ORD045159,U04165,P141,49.88,3,2026-03-02,Retail,149.64000000000001
ORD033278,U01550,P113,39.72,5,2026-02-18,Gym Kiosk,198.6
ORD004060,U02399,P020,32.59,3,2025-10-27,Website,97.77000000000001
ORD007765,U00538,P141,60.41,1,2026-04-04,Retail,60.41
ORD041040,U01908,P097,14.72,3,2026-03-15,Marketplace,44.160000000000004
ORD040257,U00783,P063,146.6,2,2026-02-22,Website,293.2
ORD028158,U03405,P006,5.13,3,2025-12-13,App,15.39
ORD017580,U01533,P010,16.34,2,2025-07-11,Retail,32.68
ORD033341,U03991,P016,13.96,2,2025-09-28,Marketplace,27.92
ORD045281,U00096,P034,8.62,3,2026-04-01,App,25.86
ORD046455,U03486,P091,23.04,2,2026-01-14,Website,46.08
ORD041961,U00251,P044,43.93,2,2026-02-27,Marketplace,87.86
ORD018905,U02435,P110,44.66,1,2025-07-02,App,44.66
ORD020393,U03118,P138,12.41,2,2025-05-29,Retail,24.82
ORD046462,U03507,P048,40.29,2,2026-04-12,Retail,80.58
ORD031884,U00148,P088,17.66,2,2025-07-10,Website,35.32
ORD032649,U04383,P127,147.53,2,2025-04-25,Gym Kiosk,295.06
ORD008095,U04946,P066,14.23,2,2025-05-12,Marketplace,28.46
ORD030741,U03061,P073,12.02,2,2025-04-27,App,24.04
ORD000664,U04454,P140,17.21,2,2025-09-23,Gym Kiosk,34.42
ORD048201,U02911,P110,52.41,1,2026-01-26,Website,52.41
ORD012199,U04381,P090,36.87,2,2026-04-10,Marketplace,73.74
ORD037320,U01385,P120,21.84,1,2026-02-09,Gym Kiosk,21.84
ORD034293,U01487,P089,4.96,3,2025-11-19,Marketplace,14.879999999999999
ORD017567,U00403,P150,15.62,2,2025-08-28,App,31.24
ORD018673,U00817,P036,20.98,287,2025-06-22,Marketplace,6021.26
ORD034697,U03314,P014,32.55,3,2025-06-17,Website,97.64999999999999
ORD033622,U01926,P001,20.12,1,2026-02-10,Marketplace,20.12
ORD022547,U04462,P021,5.69,5,2026-03-03,App,28.450000000000003
ORD004410,U01513,P104,50.93,4,2026-02-19,Website,203.72
ORD001293,U03242,P046,14.07,2,2025-06-19,Gym Kiosk,28.14
ORD000990,U04736,P150,12.52,1,2025-09-02,Retail,12.52
ORD000530,U03387,P030,7.14,3,2025-10-07,Gym Kiosk,21.419999999999998
ORD012874,U00804,P150,14.86,2,2025-05-07,App,29.72
ORD025061,U00499,P023,27.62,1,2026-03-10,Gym Kiosk,27.62
ORD031308,U03631,P080,14.54,2,2025-10-12,Retail,29.08
ORD028995,U04133,P073,12.02,3,2025-11-20,App,36.06
ORD014716,U01145,P071,12.58,2,2025-11-04,Website,25.16
ORD048864,U04934,P068,18.58,1,2026-02-17,Website,18.58
ORD037916,U04212,P031,5.15,3,2025-08-06,Website,15.450000000000001
ORD001115,U03595,P083,36.36,1,2025-09-08,Retail,36.36
ORD042707,U02939,P037,50.04,2,2026-01-19,Marketplace,100.08
ORD036374,U00883,P075,38.91,5,2026-01-03,Gym Kiosk,194.54999999999998
ORD037964,U00615,P107,6.03,5,2025-07-13,Marketplace,30.150000000000002
ORD009108,U03930,P104,59.14,1,2025-12-18,Website,59.14
ORD028601,U02767,P039,39.5,1,2026-01-11,Gym Kiosk,39.5
ORD015783,U04045,P041,10.88,2,2026-03-28,App,21.76
ORD047805,U00566,P099,7.8,1,2025-06-12,Marketplace,7.8
ORD042281,U00378,P009,18.45,3,2025-11-08,App,55.349999999999994
ORD047807,U02901,P088,17.56,2,2025-06-07,App,35.12
ORD039470,U00148,P144,42.4,2,2025-05-05,Marketplace,84.8
ORD035438,U03817,P149,21.68,1,2025-10-09,App,21.68
ORD049101,U01036,P094,10.48,2,2026-01-02,App,20.96
ORD015487,U03443,P097,14.72,2,2026-02-13,Marketplace,29.44
ORD044841,U02433,P108,94.27,1,2025-07-12,App,94.27
ORD040108,U00964,P149,21.68,3,2026-03-02,Marketplace,65.03999999999999
ORD020889,U04555,P085,62.11,2,2026-03-01,Website,124.22
ORD011796,U03583,P049,13.57,1,2025-12-31,Website,13.57
ORD023284,U03467,P078,20.13,1,2026-04-04,Website,20.13
ORD037139,U01485,P148,26.3,1,2025-10-13,App,26.3
ORD045391,U02764,P036,24.75,3,2026-02-27,Marketplace,74.25
ORD024651,U01849,P069,12.79,1,2025-05-03,Marketplace,12.79
ORD024284,U04465,P144,0.0,1,2026-02-15,Retail,0.0
ORD022691,U00326,P034,11.45,1,2025-05-15,App,11.45
ORD030605,U01544,P102,35.56,1,2025-08-01,Retail,35.56
ORD028195,U00199,P064,58.01,6,2026-03-14,Retail,348.06
ORD033197,U00641,P058,7.03,1,2026-04-09,App,7.03
ORD000647,U04870,P130,40.98,1,2025-12-10,App,40.98
ORD029694,U01268,P062,24.38,1,2025-08-23,Retail,24.38
ORD006433,U00864,P061,28.41,5,2026-04-16,Gym Kiosk,142.05
ORD018445,U01091,P098,12.06,2,2026-03-09,App,24.12
ORD045366,U04574,P133,55.7,3,2026-04-14,Retail,167.10000000000002
ORD020592,U01256,P106,11.42,2,2025-11-13,App,22.84
ORD024772,U00209,P067,8.72,2,2025-09-04,Gym Kiosk,17.44
ORD029001,U04287,P118,45.83,2,2025-07-26,Retail,91.66
ORD014531,U01369,P105,87.55,4,2025-12-13,Retail,350.2
ORD040026,U04022,P048,34.94,3,2025-06-07,Gym Kiosk,104.82
ORD022854,U03002,P064,57.95,4,2025-05-28,Gym Kiosk,231.8
ORD013486,U04877,P037,42.38,3,2025-09-30,Website,127.14000000000001
ORD004100,U03546,P018,9.36,6,2026-01-14,Marketplace,56.16
ORD014620,U00367,P059,14.44,2,2025-06-10,App,28.88
ORD047360,U04570,P017,48.05,1,2025-06-01,Retail,48.05
ORD039277,U02536,P038,10.36,1,2025-07-13,Website,10.36
ORD046889,U01091,P126,7.77,3,2026-01-13,Website,23.31
ORD016795,U04335,P109,9.17,5,2025-09-27,App,45.85
ORD016986,U03115,P095,10.03,1,2025-08-26,Website,10.03
ORD025303,U00324,P030,7.14,2,2025-12-05,App,14.28
ORD019998,U02929,P139,24.53,1,2025-06-27,Retail,24.53
ORD006988,U00948,P089,6.72,1,2025-12-23,Website,6.72
ORD013230,U03804,P137,6.83,1,2026-04-06,Website,6.83
ORD002950,U00588,P051,28.08,2,2025-09-01,Website,56.16
ORD022169,U00109,P091,23.04,3,2025-11-13,App,69.12
ORD049369,U04623,P039,43.77,2,2026-01-25,Website,87.54
ORD017351,U03888,P124,7.73,3,2025-06-18,Gym Kiosk,23.19
ORD030562,U04187,P138,9.51,1,2026-02-18,Marketplace,9.51
ORD003177,U04129,P098,12.06,2,2025-11-19,Gym Kiosk,24.12
ORD047112,U04727,P126,9.16,3,2025-05-02,Gym Kiosk,27.48
ORD030091,U02361,P021,6.82,1,2026-04-16,Website,6.82
ORD032528,U04183,P039,33.22,1,2025-12-13,Gym Kiosk,33.22
ORD008141,U01663,P037,35.3,5,2025-07-11,Marketplace,176.5
ORD006813,U00454,P092,6.74,2,2025-05-19,Gym Kiosk,13.48
ORD022832,U01027,P012,13.52,1,2026-04-21,App,13.52
ORD002606,U01088,P043,21.39,3,2026-03-01,App,64.17
ORD001366,U01709,P015,19.83,2,2025-07-18,Marketplace,39.66
ORD003660,U04977,P072,56.15,2,2025-07-29,Website,112.3
ORD004369,U04635,P077,78.26,6,2026-04-13,Retail,469.56000000000006
ORD029500,U04055,P015,19.83,1,2025-11-19,Website,19.83
ORD011215,U02235,P140,11.48,4,2026-04-11,Marketplace,45.92
ORD045346,U04086,P085,49.18,1,2025-11-11,Gym Kiosk,49.18
ORD040980,U00633,P114,15.74,2,2025-06-24,Retail,31.48
ORD047164,U03483,P145,4.89,5,2026-03-04,Website,24.45
ORD006216,U03805,P019,161.05,2,2026-03-29,Gym Kiosk,322.1
ORD007667,U04571,P091,23.04,3,2025-06-30,Gym Kiosk,69.12
ORD002611,U02590,P005,11.5,2,2025-06-14,Marketplace,23.0
ORD022638,U00851,P036,24.75,2,2025-04-26,Retail,49.5
ORD013232,U02859,P089,4.82,1,2025-08-11,Retail,4.82
ORD047078,U03714,P034,8.62,3,2025-09-20,Website,25.86
ORD041214,U01124,P100,10.91,2,2026-02-10,Website,21.82
ORD029366,U04087,P066,14.23,2,2026-01-18,Marketplace,28.46
ORD041026,U02901,P119,1030.0,3,2026-03-24,Website,3090.0
ORD029324,U03261,P026,1763.0,3,2026-03-18,Marketplace,5289.0
ORD040454,U04403,P044,43.93,3,2025-06-28,Retail,131.79
ORD008814,U00670,P081,63.14,6,2026-02-07,Gym Kiosk,378.84000000000003
ORD000518,U01759,P034,0.0,1,2025-10-23,Marketplace,0.0
ORD009017,U02802,P021,4.96,3,2026-02-15,Gym Kiosk,14.879999999999999
ORD025993,U00522,P032,9.04,3,2025-04-25,App,27.119999999999997
ORD041967,U00171,P111,8.38,2,2025-05-06,Marketplace,16.76
ORD031310,U01221,P130,38.36,2,2026-02-17,Marketplace,76.72
ORD029743,U03832,P122,27.96,2,2026-02-17,App,55.92
ORD002218,U01916,P117,13.21,1,2026-04-25,Website,13.21
ORD018586,U02410,P075,71.55,2,2025-10-23,Retail,143.1
ORD042086,U02944,P017,48.05,2,2025-05-06,App,96.1
ORD049938,U04658,P002,12.45,2,2025-10-26,Marketplace,24.9
ORD027711,U01226,P027,55.1,2,2025-07-05,Retail,110.2
ORD031033,U04051,P045,9.31,5,2025-06-21,Gym Kiosk,46.550000000000004
ORD006851,U02857,P114,19.59,2,2025-07-13,Marketplace,39.18
ORD039299,U01816,P017,55.26,1,2026-04-13,Gym Kiosk,55.26
ORD004411,U02201,P077,160.84,1,2025-06-28,Gym Kiosk,160.84
ORD007498,U00019,P095,8.59,1,2026-02-23,Gym Kiosk,8.59
ORD047559,U03988,P147,13.26,1,2025-08-14,Website,13.26
ORD031093,U04249,P050,24.43,2,2025-08-02,Retail,48.86
ORD021255,U01137,P010,17.07,1,2025-07-25,Gym Kiosk,17.07
ORD019222,U02287,P091,23.04,3,2026-02-26,Retail,69.12
ORD031003,U00897,P030,8.25,1,2026-01-05,Retail,8.25
ORD017096,U01746,P048,30.38,2,2026-03-11,App,60.76
ORD045828,U01082,P014,32.55,2,2025-04-28,App,65.1
ORD036794,U04877,P011,13.29,2,2026-01-17,Website,26.58
ORD045356,U01962,P136,35.04,1,2026-03-14,App,35.04
ORD038989,U04735,P116,15.68,2,2026-03-26,Marketplace,31.36
ORD040576,U00885,P140,16.89,1,2026-04-25,Gym Kiosk,16.89
ORD016567,U00723,P087,6.97,1,2025-06-20,Retail,6.97
ORD037472,U03307,P113,47.5,3,2025-07-07,Gym Kiosk,142.5
ORD027909,U03388,P056,14.02,3,2026-01-21,Gym Kiosk,42.06
ORD011760,U03253,P047,10.03,1,2025-04-25,Gym Kiosk,10.03
ORD016884,U01183,P139,18.65,1,2026-04-18,Website,18.65
ORD017802,U01873,P017,48.05,3,2025-05-08,Retail,144.14999999999998
ORD042503,U01540,P141,49.88,1,2025-09-23,Website,49.88
ORD025003,U03034,P123,7.69,1,2025-08-22,Website,7.69
ORD047088,U00739,P133,64.89,2,2026-01-07,Gym Kiosk,129.78
ORD041173,U02312,P107,8.04,3,2025-11-23,App,24.119999999999997
ORD002623,U04335,P048,30.38,1,2025-12-28,Retail,30.38
ORD028266,U00809,P058,3.78,6,2025-09-09,Marketplace,22.68
ORD027932,U03776,P011,13.83,1,2025-07-19,Marketplace,13.83
ORD040493,U03798,P086,12.43,2,2025-06-06,Retail,24.86
ORD018202,U03547,P111,6.91,1,2025-11-30,Retail,6.91
ORD001467,U02813,P106,9.72,3,2025-11-19,App,29.160000000000004
ORD028041,U01400,P107,9.55,2,2026-01-18,Gym Kiosk,19.1
ORD047348,U04687,P050,30.6,2,2026-01-13,App,61.2
ORD013325,U03580,P119,10.3,2,2026-03-12,Gym Kiosk,20.6
ORD011187,U02533,P090,38.66,1,2025-08-31,Retail,38.66
ORD020531,U01956,P041,8.83,2,2025-07-04,App,17.66
ORD032875,U04444,P063,146.6,113,2026-01-01,Retail,16565.8
ORD010392,U01982,P093,17.86,2,2025-10-24,App,35.72
ORD006952,U01702,P060,154.76,1,2025-11-20,Retail,154.76
ORD038373,U02259,P110,64.55,1,2025-11-23,App,64.55
ORD041803,U00368,P097,16.05,2,2025-10-20,App,32.1
ORD032125,U02099,P143,12.72,3,2026-04-07,Retail,38.160000000000004
ORD014972,U03236,P074,22.9,2,2026-01-29,Marketplace,45.8
ORD034488,U03183,P143,16.03,1,2025-07-30,App,16.03
ORD012557,U00725,P032,9.04,3,2026-04-22,Retail,27.119999999999997
ORD025506,U02793,P139,18.65,1,2025-06-12,Retail,18.65
ORD036779,U03274,P113,54.9,2,2025-11-18,Retail,109.8
ORD041078,U04728,P140,13.87,3,2025-05-23,Gym Kiosk,41.61
ORD042555,U00724,P049,16.86,2,2026-01-25,Retail,33.72
ORD009402,U03402,P046,14.07,2,2025-06-01,Website,28.14
ORD022072,U03780,P138,9.51,3,2025-06-25,Gym Kiosk,28.53
ORD004363,U00449,P048,31.02,2,2025-08-12,Marketplace,62.04
ORD004757,U01548,P035,17.19,2,2026-02-09,Website,34.38
ORD012104,U04460,P021,6.82,2,2025-12-02,Marketplace,13.64
ORD008292,U03601,P037,51.33,1,2026-02-03,Website,51.33
ORD015066,U00452,P015,19.83,1,2025-10-08,Gym Kiosk,19.83
ORD023862,U01456,P091,23.04,2,2025-05-23,Marketplace,46.08
ORD046704,U03562,P134,24.14,2,2026-02-13,Retail,48.28
ORD048650,U01975,P066,16.42,2,2025-12-27,Marketplace,32.84
ORD025817,U02796,P008,11.64,1,2026-02-25,Gym Kiosk,11.64
ORD009231,U01733,P073,12.02,3,2025-05-03,Marketplace,36.06
ORD047713,U03552,P122,29.66,1,2025-09-27,Website,29.66
ORD014340,U03009,P009,18.45,2,2026-03-12,Website,36.9
ORD013315,U04182,P003,7.54,1,2026-01-06,Website,7.54
ORD049530,U01493,P143,16.27,1,2025-08-28,App,16.27
ORD027430,U02829,P119,10.3,3,2026-02-16,Gym Kiosk,30.900000000000002
ORD025749,U02100,P014,32.55,2,2025-08-02,Website,65.1
ORD038391,U02541,P039,44.56,1,2025-10-15,App,44.56
ORD021437,U01046,P062,27.77,2,2026-02-17,Gym Kiosk,55.54
ORD018689,U04738,P098,12.06,2,2026-04-16,Retail,24.12
ORD017799,U04397,P118,36.96,3,2025-05-13,App,110.88
ORD047316,U03611,P039,42.09,2,2026-02-13,Website,84.18
ORD047498,U02666,P148,18.85,3,2025-04-30,Marketplace,56.550000000000004
ORD009975,U04779,P122,27.69,2,2025-11-29,Marketplace,55.38
ORD030658,U04138,P044,43.93,3,2025-11-07,Marketplace,131.79
ORD007385,U04940,P134,23.75,1,2026-01-19,Website,23.75
ORD033006,U02987,P095,11.34,1,2026-03-13,App,11.34
